UniqueCASEID,WGTCDTR_D,VEHNO,VEHNO,FUELCAP1,FUELCAP2,FUELGT2,FUELLOC1,FUELLOC2,FUELTNK1,FUELTNK2,FUELTYP1,FUELTYP2,ORIGAVTW,PSU,RATWGT,STRATIF,WHEELBAS
1.36E+10,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,156,8,415.518,E,281
1.36E+10,Passenger Vehicle,3,3,2,0,0,4,0,1,0,1,0,154,8,415.518,E,270
136F13,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,143,13,405.185,F,260
136F5,6000 lbs & Under,2,2,2,0,0,4,0,1,0,1,0,151,5,847.672,F,249
136F50,Passenger Vehicle,2,2,2,0,0,5,0,1,0,1,0,146,50,198.085,F,246
136F6,6000 lbs & Under,2,2,4,0,0,5,0,2,0,1,0,162,6,193.709,F,307
136F73,Passenger Vehicle,2,2,4,0,0,4,0,1,0,1,0,144,73,408.05,F,232
136F75,Passenger Vehicle,1,1,2,0,0,5,0,1,0,1,0,154,75,181.027,F,257
136F75,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,146,75,181.027,F,246
136G11,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,143,11,888.772,G,260
136G12,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,152,12,269.276,G,270
136H47,6000 lbs & Under,1,1,4,0,0,5,0,2,0,1,0,148,47,359.046,H,320
136J9,6001-10000 Lbs,1,1,4,0,0,5,0,2,0,1,0,172,9,6.874,J,356
136K48,Passenger Vehicle,1,1,2,0,0,5,0,2,0,1,0,154,48,361.629,K,257
136K79,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,151,79,6.608,K,272
136K79,Passenger Vehicle,3,3,2,0,0,1,0,1,0,1,0,147,79,6.608,K,262
136K79,Passenger Vehicle,6,6,2,0,0,4,0,1,0,1,0,147,79,6.608,K,260
137A49,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,157,49,12.07,A,274
137A49,6001-10000 Lbs,2,2,2,0,0,4,0,2,0,1,0,164,49,12.07,A,303
137B47,Passenger Vehicle,1,1,3,0,0,1,0,1,0,1,0,153,47,80.579,B,257
137C48,Passenger Vehicle,1,1,4,0,0,4,0,1,0,1,0,148,48,193.873,C,260
137C9,Passenger Vehicle,1,1,3,0,0,6,0,2,0,1,0,146,9,12.178,C,264
1.37E+45,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,147,43,236.422,E,262
1.37E+45,Passenger Vehicle,2,2,2,0,0,7,0,2,0,1,0,154,43,236.422,E,257
1.37E+45,Passenger Vehicle,3,3,3,0,0,4,0,2,0,1,0,145,43,236.422,E,264
1.37E+81,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,146,79,90.461,E,259
1.37E+81,6000 lbs & Under,2,2,2,0,0,5,0,1,0,1,0,154,79,90.461,E,262
137F4,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,147,4,221.978,F,263
137F4,Passenger Vehicle,2,2,2,0,0,1,0,1,0,1,0,154,4,221.978,F,272
137F41,Passenger Vehicle,1,1,3,0,0,2,0,2,0,1,0,147,41,390.062,F,267
137F74,6000 lbs & Under,1,1,4,0,0,4,0,1,0,1,0,158,74,360.969,F,249
137F74,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,142,74,360.969,F,263
137G12,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,145,12,269.276,G,264
137G12,6000 lbs & Under,2,2,4,0,0,5,0,1,0,1,0,145,12,269.276,G,284
137G5,6001-10000 Lbs,1,1,6,0,0,5,0,2,0,1,0,168,5,1202.53,G,300
137G72,6000 lbs & Under,1,1,2,0,0,1,0,1,0,1,0,152,72,185.964,G,265
137G72,6001-10000 Lbs,2,2,2,0,0,1,0,1,0,1,0,162,72,185.964,G,283
137G73,6000 lbs & Under,1,1,2,0,0,5,0,1,0,1,0,158,73,374.524,G,287
137G75,Passenger Vehicle,1,1,2,0,0,1,0,1,0,1,0,164,75,544.294,G,291
137G75,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,156,75,544.294,G,281
137G75,6000 lbs & Under,3,3,2,0,0,5,0,2,0,1,0,142,75,544.294,G,272
137G8,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,154,8,1171.526,G,280
137H13,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,145,13,1312.944,H,264
137H13,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,156,13,1312.944,H,277
137H45,6000 lbs & Under,1,1,4,0,0,5,0,2,0,1,0,162,45,2924.304,H,303
137H45,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,148,45,2924.304,H,262
137H6,Passenger Vehicle,1,1,2,0,0,1,0,1,0,1,0,164,6,419.34,H,291
137H6,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,150,6,419.34,H,272
138A74,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,147,74,8.38,A,260
138A74,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,159,74,8.38,A,304
138B45,6000 lbs & Under,1,1,2,0,0,5,0,1,0,1,0,154,45,16.658,B,284
138B49,6000 lbs & Under,1,1,4,0,0,5,0,1,0,1,0,161,49,12.07,B,298
138B72,Passenger Vehicle,2,2,1,0,0,1,0,1,0,1,0,155,72,12.892,B,294
138B72,Passenger Vehicle,3,3,3,0,0,4,0,1,0,1,0,146,72,12.892,B,264
138C73,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,143,73,70.722,C,250
138C73,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,154,73,70.722,C,272
138D11,Passenger Vehicle,1,1,1,0,0,1,0,1,0,1,0,148,11,45.469,D,244
138D48,6000 lbs & Under,1,1,4,0,0,5,0,2,0,1,0,146,48,173.097,D,274
138F43,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,148,43,308.075,F,272
138F79,6000 lbs & Under,1,1,2,0,0,5,0,1,0,1,0,151,79,167.997,F,268
138F79,6000 lbs & Under,2,2,6,0,0,5,0,1,0,1,0,156,79,167.997,F,262
138F9,6000 lbs & Under,1,1,4,0,0,5,0,1,0,1,0,161,9,932.138,F,334
138H4,6000 lbs & Under,2,2,4,0,0,5,0,1,0,1,0,149,4,1388.906,H,320
138H41,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,154,41,928.469,H,267
138H50,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,147,50,578.833,H,266
138H50,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,147,50,578.833,H,266
138H75,6000 lbs & Under,3,3,4,0,0,5,0,2,0,1,0,168,75,1305.613,H,300
138K12,6001-10000 Lbs,1,1,4,0,0,5,0,1,0,1,0,185,12,27.456,K,359
138K13,6001-10000 Lbs,1,1,4,0,0,5,0,2,0,1,0,166,13,64.523,K,282
138K8,6000 lbs & Under,1,1,2,0,0,5,0,1,0,1,0,149,8,102.544,K,283
138K8,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,146,8,102.544,K,262
139A75,Passenger Vehicle,1,1,4,0,0,4,0,2,0,1,0,148,75,54.894,A,260
139B45,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,155,45,16.658,B,272
139B74,Passenger Vehicle,1,1,4,0,0,4,0,1,0,1,0,142,74,8.38,B,245
139B74,6001-10000 Lbs,2,2,2,0,0,4,0,2,0,1,0,166,74,8.38,B,295
139B79,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,154,79,6.313,B,272
139B9,6000 lbs & Under,1,1,6,0,0,5,0,2,0,1,0,160,9,36.426,B,304
139B9,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,151,9,36.426,B,272
139C4,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,151,4,10.522,C,251
139C72,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,144,72,28.324,C,248
139D13,Passenger Vehicle,1,1,1,0,0,1,0,1,0,1,0,156,13,77.428,D,295
139D13,6000 lbs & Under,2,2,4,0,0,5,0,2,0,1,0,155,13,77.428,D,332
1.39E+13,Passenger Vehicle,1,1,3,0,0,6,0,2,0,1,0,158,11,163.013,E,276
1.39E+13,6001-10000 Lbs,2,2,4,0,0,4,0,1,0,1,0,165,11,163.013,E,353
1.39E+50,6000 lbs & Under,1,1,4,0,0,5,0,1,0,1,0,139,48,648.031,E,275
1.39E+50,6001-10000 Lbs,2,2,4,0,0,5,0,1,0,1,0,173,48,648.031,E,306
1.39E+07,6000 lbs & Under,1,1,3,0,0,6,0,2,0,1,0,158,5,182.487,E,263
1.39E+08,6000 lbs & Under,1,1,7,0,0,6,0,2,0,1,0,146,6,118.432,E,248
139G43,6001-10000 Lbs,1,1,4,0,0,5,0,1,0,1,0,167,43,860.256,G,365
139G43,Passenger Vehicle,2,2,3,0,0,3,0,1,0,1,0,150,43,860.256,G,266
139G8,6000 lbs & Under,1,1,2,0,0,1,0,2,0,1,0,151,8,4572.392,G,269
139K12,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,147,12,27.456,K,266
139K49,Passenger Vehicle,1,1,2,0,0,1,0,2,0,1,0,160,49,16.215,K,290
139K50,6001-10000 Lbs,1,1,4,0,0,5,0,1,0,1,0,174,50,79.926,K,351
13B3,Passenger Vehicle,1,1,4,0,0,4,0,1,0,1,0,154,3,22.174,B,280
13B3,6001-10000 Lbs,2,2,2,0,0,1,0,1,0,1,0,168,3,22.174,B,334
13B45,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,151,45,22.362,B,270
13B45,6001-10000 Lbs,2,2,4,0,0,5,0,2,0,1,0,171,45,22.362,B,369
13B78,6000 lbs & Under,1,1,2,0,0,1,0,1,0,1,0,140,78,148.173,B,272
13C47,6000 lbs & Under,2,2,3,0,0,6,0,1,0,1,0,152,47,187.792,C,265
13C9,Passenger Vehicle,2,2,3,0,0,4,0,2,0,1,0,158,9,13.192,C,276
13D72,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,146,72,14.51,D,264
13D72,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,158,72,14.51,D,277
13D76,Passenger Vehicle,1,1,2,0,0,2,0,1,0,1,0,154,76,158.021,D,267
1.30E+42,Passenger Vehicle,2,2,3,0,0,6,0,2,0,1,0,145,41,178.144,E,264
1.30E+06,6000 lbs & Under,1,1,4,0,0,4,0,2,0,1,0,161,5,378.361,E,285
1.30E+74,6000 lbs & Under,2,2,2,0,0,1,0,2,0,1,0,148,73,209.798,E,237
13F75,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,152,75,301.282,F,262
13F75,6000 lbs & Under,2,2,4,0,0,5,0,2,0,1,0,148,75,301.282,F,320
13F82,6000 lbs & Under,1,1,4,0,0,5,0,2,0,7,0,162,82,148.876,F,288
13F82,6000 lbs & Under,2,2,2,0,0,4,0,1,0,1,0,153,82,148.876,F,262
13G4,Passenger Vehicle,1,1,2,0,0,5,0,1,0,1,0,155,4,1170.176,G,267
13G43,6000 lbs & Under,1,1,2,0,0,5,0,1,0,1,0,149,43,729.44,G,283
13G43,6000 lbs & Under,2,2,2,0,0,4,0,2,0,1,0,148,43,729.44,G,262
13G79,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,150,79,378.833,G,252
13G8,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,149,8,569.085,G,262
13H11,6000 lbs & Under,1,1,4,0,0,5,0,1,0,1,0,161,11,962.84,H,285
13H12,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,147,12,411.439,H,266
13H12,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,147,12,411.439,H,257
13H12,Passenger Vehicle,3,3,3,0,0,4,0,1,0,1,0,143,12,411.439,H,263
13H13,6001-10000 Lbs,1,1,2,0,0,5,0,2,0,1,0,167,13,1867.299,H,330
13H74,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,159,74,404.296,H,287
13H74,6000 lbs & Under,2,2,4,0,0,4,0,1,0,1,0,146,74,404.296,H,274
13H74,Passenger Vehicle,3,3,2,0,0,4,0,1,0,1,0,150,74,404.296,H,273
13H81,Passenger Vehicle,1,1,2,0,0,5,0,2,0,1,0,144,81,1905.427,H,250
13J48,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,155,48,298.565,J,272
13J48,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,146,48,298.565,J,264
13K2,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,147,2,45.891,K,266
140B75,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,156,75,54.894,B,276
1.40E+43,6001-10000 Lbs,1,1,2,0,0,5,0,2,0,1,0,163,41,172.166,E,303
1.40E+43,6001-10000 Lbs,2,2,2,0,0,4,0,2,0,1,0,173,41,172.166,E,302
1.40E+47,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,156,45,992.469,E,284
1.40E+47,6001-10000 Lbs,2,2,4,0,0,5,0,1,0,1,0,169,45,992.469,E,353
1.40E+50,Passenger Vehicle,2,2,3,0,0,4,0,2,0,1,0,150,48,648.031,E,272
140F12,6001-10000 Lbs,1,1,4,0,0,5,0,2,0,1,0,176,12,531.198,F,361
140F12,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,156,12,531.198,F,281
140F13,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,145,13,810.371,F,264
140F13,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,169,13,810.371,F,300
140F4,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,145,4,265.879,F,264
140F5,Passenger Vehicle,1,1,3,0,0,3,0,1,0,1,0,148,5,330.813,F,255
140F8,6000 lbs & Under,2,2,2,0,0,5,0,2,0,1,0,142,8,627.841,F,272
140H43,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,154,43,1384.115,H,272
140K49,6000 lbs & Under,2,2,2,0,0,5,0,1,0,1,0,148,49,16.215,K,283
140K72,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,153,72,18.578,K,282
140K72,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,157,72,18.578,K,277
140K73,6000 lbs & Under,1,1,4,0,0,5,0,1,0,1,0,139,73,50.242,K,312
140K74,6000 lbs & Under,1,1,2,0,0,5,0,2,0,1,0,142,74,9.057,K,272
140K9,6000 lbs & Under,1,1,4,0,0,5,0,1,0,1,0,153,9,63.239,K,302
141A72,6001-10000 Lbs,2,2,4,0,0,5,0,1,0,1,0,169,72,12.073,A,343
141D74,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,141,74,30.068,D,263
141D79,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,153,79,20.142,D,274
141F13,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,151,13,297.136,F,273
141F50,Passenger Vehicle,1,1,4,0,0,4,0,1,0,1,0,156,50,253.323,F,276
141G11,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,174,11,701.729,G,368
141G41,Passenger Vehicle,2,2,3,0,0,6,0,1,0,1,0,154,41,1143.805,G,285
141G5,6001-10000 Lbs,1,1,2,0,0,1,0,2,0,1,0,158,5,469.299,G,328
141G8,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,146,8,890.672,G,260
141H12,6000 lbs & Under,1,1,4,0,0,5,0,2,0,1,0,162,12,1338.247,H,288
141H4,6000 lbs & Under,1,1,2,0,0,5,0,1,0,1,0,140,4,1663.594,H,272
141H6,Passenger Vehicle,1,1,2,0,0,5,0,1,0,1,0,160,6,632.147,H,304
141J43,6001-10000 Lbs,1,1,4,0,0,5,0,2,0,1,0,167,43,39.096,J,365
141J75,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,157,75,54.339,J,287
141J75,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,151,75,54.339,J,272
141J75,6000 lbs & Under,4,4,4,0,0,4,0,2,0,1,0,168,75,54.339,J,300
141J75,6001-10000 Lbs,5,5,2,0,0,5,0,1,0,1,0,158,75,54.339,J,279
141K45,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,145,45,28.919,K,264
141K49,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,146,49,16.215,K,264
141K73,6000 lbs & Under,2,2,3,0,0,4,0,1,0,1,0,155,73,50.242,K,289
141K9,6000 lbs & Under,1,1,2,0,0,5,0,2,0,1,0,142,9,10.039,K,272
142A12,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,153,12,25.574,A,281
142A12,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,153,12,25.574,A,274
142A45,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,155,45,16.241,A,275
142A45,6001-10000 Lbs,2,2,2,0,0,1,0,1,0,1,0,172,45,16.241,A,318
142A48,6001-10000 Lbs,1,1,4,0,0,5,0,1,0,1,0,171,48,164.354,A,353
142A48,6001-10000 Lbs,2,2,4,0,0,5,0,1,0,1,0,161,48,164.354,A,298
142C9,Passenger Vehicle,1,1,2,0,0,5,0,2,0,1,0,146,9,7.778,C,260
142D75,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,144,75,72.716,D,252
142F4,6001-10000 Lbs,1,1,4,0,0,5,0,1,0,1,0,174,4,150.502,F,401
142F4,6000 lbs & Under,2,2,4,0,0,5,0,1,0,1,0,154,4,150.502,F,285
142F4,Passenger Vehicle,3,3,2,0,0,4,0,1,0,1,0,155,4,150.502,F,277
142F72,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,154,72,270.698,F,267
142F72,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,152,72,270.698,F,262
142F8,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,144,8,183.264,F,254
142H13,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,153,13,962.826,H,274
142H41,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,150,41,185.694,H,272
142H5,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,146,5,1065.477,H,264
142H50,6001-10000 Lbs,1,1,4,0,0,5,0,1,0,1,0,174,50,740.246,H,351
142H50,Passenger Vehicle,2,2,6,0,0,1,0,2,0,1,0,154,50,740.246,H,257
142J49,Passenger Vehicle,1,1,3,0,0,6,0,2,0,1,0,146,49,8.113,J,267
142J49,6000 lbs & Under,2,2,2,0,0,5,0,1,0,1,0,149,49,8.113,J,283
142K43,Passenger Vehicle,1,1,2,0,0,1,0,2,0,1,0,163,43,118.294,K,291
142K43,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,153,43,118.294,K,289
143B12,Passenger Vehicle,1,1,6,0,0,7,0,2,0,1,0,158,12,25.574,B,285
143B79,Passenger Vehicle,1,1,5,0,0,4,0,1,0,1,0,158,79,6.313,B,265
143C45,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,150,45,14.481,C,272
143C48,Passenger Vehicle,1,1,6,0,0,4,0,2,0,1,0,158,48,193.873,C,293
143C48,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,154,48,193.873,C,268
143C50,6000 lbs & Under,1,1,2,0,0,4,0,1,0,1,0,160,50,30.828,C,275
1.43E+13,6000 lbs & Under,1,1,3,0,0,5,0,2,0,1,0,155,11,283.699,E,271
1.43E+13,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,147,11,283.699,E,262
1.43E+45,Passenger Vehicle,2,2,3,0,0,1,0,1,0,1,0,154,43,263.037,E,257
1.43E+08,6000 lbs & Under,2,2,2,0,0,5,0,1,0,1,0,155,6,133.669,E,263
1.43E+77,6001-10000 Lbs,2,2,4,0,0,5,0,2,0,1,0,173,75,358.375,E,357
143G4,6000 lbs & Under,1,1,3,0,0,5,0,1,0,1,0,139,4,621.148,G,275
143G4,6000 lbs & Under,2,2,2,0,0,4,0,1,0,1,0,155,4,621.148,G,262
143G8,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,149,8,259.983,G,256
143G8,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,152,8,259.983,G,289
143H13,6001-10000 Lbs,2,2,4,0,0,5,0,1,0,1,0,173,13,962.826,H,351
143K49,6001-10000 Lbs,1,1,4,0,0,5,0,2,0,1,0,168,49,9.936,K,352
143K74,Passenger Vehicle,1,1,7,0,0,4,0,1,0,1,0,142,74,9.057,K,263
144B13,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,152,13,85.643,B,270
144B13,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,145,13,85.643,B,266
144C48,6000 lbs & Under,1,1,2,0,0,5,0,2,0,1,0,158,48,193.873,C,272
144C48,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,147,48,193.873,C,254
144C79,Passenger Vehicle,1,1,2,0,0,5,0,1,0,1,0,157,79,6.985,C,258
144C9,6000 lbs & Under,1,1,2,0,0,1,0,2,0,1,0,147,9,54.911,C,269
144C9,Passenger Vehicle,2,2,3,0,0,6,0,2,0,1,0,158,9,54.911,C,276
144D45,Passenger Vehicle,2,2,1,0,0,1,0,1,0,1,0,156,45,61.468,D,295
1.44E+14,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,148,12,95.538,E,262
1.44E+14,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,157,12,95.538,E,281
144F43,Passenger Vehicle,1,1,2,0,0,1,0,1,0,1,0,144,43,342.756,F,250
144F5,Passenger Vehicle,1,1,2,0,0,5,0,2,0,1,0,159,5,401.518,F,293
144F5,6000 lbs & Under,2,2,3,0,0,6,0,2,0,1,0,155,5,401.518,F,289
144F75,6000 lbs & Under,1,1,4,0,0,5,0,2,0,1,0,148,75,434.841,F,320
144G11,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,148,11,1221.251,G,262
144H4,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,145,4,941.685,H,260
144H4,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,150,4,941.685,H,262
144K49,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,151,49,9.936,K,263
144K50,Passenger Vehicle,1,1,3,0,0,1,0,1,0,1,0,157,50,26.262,K,247
144K72,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,153,72,5.219,K,274
144K73,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,149,73,23.917,K,271
144K73,Passenger Vehicle,2,2,6,0,0,7,0,2,0,1,0,158,73,23.917,K,285
144K74,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,145,74,9.057,K,264
145D4,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,138,4,73.634,D,269
145D48,Passenger Vehicle,1,1,3,0,0,6,0,2,0,1,0,152,48,446.591,D,257
145D48,6000 lbs & Under,2,2,2,0,0,5,0,2,0,1,0,154,48,446.591,D,262
145D73,Passenger Vehicle,1,1,3,0,0,6,0,1,0,1,0,141,73,140.56,D,257
145D74,Passenger Vehicle,1,1,1,0,0,1,0,1,0,1,0,155,74,29.706,D,302
1.45E+74,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,145,72,32.774,E,264
1.45E+74,6000 lbs & Under,2,2,2,0,0,4,0,2,0,1,0,155,72,32.774,E,262
1.45E+81,6000 lbs & Under,1,1,4,0,0,5,0,1,0,1,0,162,79,89.495,E,303
145F12,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,153,12,324.675,F,281
145F12,Passenger Vehicle,2,2,2,0,0,6,0,1,0,1,0,155,12,324.675,F,274
145F13,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,152,13,540.247,F,262
145F13,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,141,13,540.247,F,257
145F43,Passenger Vehicle,1,1,7,0,0,4,0,1,0,1,0,158,43,342.756,F,287
145F43,6000 lbs & Under,2,2,1,0,0,1,0,1,0,1,0,141,43,342.756,F,236
145F45,Passenger Vehicle,1,1,3,0,0,1,0,2,0,1,0,150,45,460.256,F,270
145F45,Passenger Vehicle,2,2,2,0,0,2,0,1,0,1,0,162,45,460.256,F,291
145F5,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,146,5,401.518,F,255
145G75,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,152,75,1307.433,G,275
145G75,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,147,75,1307.433,G,256
145G75,6000 lbs & Under,3,3,4,0,0,4,0,2,0,1,0,168,75,1307.433,G,300
145H6,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,151,6,713.474,H,263
145J50,6001-10000 Lbs,1,1,2,0,0,5,0,2,0,1,0,168,50,15.206,J,300
145J50,6001-10000 Lbs,2,2,2,0,0,5,0,1,0,1,0,154,50,15.206,J,282
146A11,6000 lbs & Under,1,1,3,0,0,6,0,2,0,1,0,155,11,41.87,A,289
146D48,6000 lbs & Under,1,1,2,0,0,5,0,1,0,1,0,148,48,446.591,D,285
146D48,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,154,48,446.591,D,272
1.46E+08,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,158,6,108.596,E,276
146F73,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,147,73,1389.485,F,257
146F74,Passenger Vehicle,1,1,3,0,0,1,0,1,0,1,0,148,74,252.987,F,271
146F79,Passenger Vehicle,1,1,4,0,0,5,0,1,0,1,0,151,79,166.202,F,262
146F79,6000 lbs & Under,2,2,2,0,0,5,0,2,0,1,0,158,79,166.202,F,258
146G12,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,151,12,298,G,272
146G12,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,157,12,298,G,276
146G13,6001-10000 Lbs,1,1,4,0,0,5,0,2,0,1,0,167,13,796.633,G,365
146G4,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,151,4,782.627,G,270
146G4,Passenger Vehicle,2,2,2,0,0,5,0,1,0,1,0,155,4,782.627,G,280
146G72,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,150,72,91.949,G,272
146G8,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,147,8,890.064,G,261
146G8,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,146,8,890.064,G,265
146H43,Passenger Vehicle,1,1,5,0,0,4,0,2,0,1,0,150,43,1539.927,H,272
146H45,6000 lbs & Under,2,2,2,0,0,5,0,1,0,1,0,149,45,1344.933,H,283
146H75,Passenger Vehicle,1,1,3,0,0,3,0,1,0,1,0,136,75,3136.176,H,243
146K49,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,150,49,9.936,K,265
146K50,Passenger Vehicle,1,1,2,0,0,1,0,1,0,1,0,157,50,29.609,K,289
146K50,6001-10000 Lbs,2,2,4,0,0,5,0,2,0,1,0,156,50,29.609,K,333
146K9,Passenger Vehicle,1,1,2,0,0,5,0,1,0,1,0,141,9,46.778,K,227
147B45,6000 lbs & Under,1,1,2,0,0,4,0,1,0,1,0,149,45,27.069,B,258
147B73,Passenger Vehicle,1,1,2,0,0,5,0,1,0,1,0,154,73,41.088,B,272
147B74,6001-10000 Lbs,1,1,4,0,0,5,0,2,0,1,0,174,74,8.833,B,360
147D11,6000 lbs & Under,1,1,4,0,0,5,0,1,0,1,0,139,11,81.116,D,312
147D11,Passenger Vehicle,2,2,3,0,0,6,0,1,0,1,0,141,11,81.116,D,263
1.47E+45,Passenger Vehicle,2,2,2,0,0,7,0,2,0,1,0,152,43,207.988,E,262
