UniqueCASEID,WGTCDTR_D,VEHNO,VEHNO,FUELCAP1,FUELCAP2,FUELGT2,FUELLOC1,FUELLOC2,FUELTNK1,FUELTNK2,FUELTYP1,FUELTYP2,ORIGAVTW,PSU,RATWGT,STRATIF,WHEELBAS
33B74,6001-10000 Lbs,1,1,3,0,0,1,0,1,0,1,0,163,74,12.214,B,283
33B76,6000 lbs & Under,1,1,2,0,0,5,0,2,0,1,0,142,76,110.926,B,272
33C41,6000 lbs & Under,1,1,4,0,0,5,0,2,0,1,0,148,41,15.603,C,319
33C41,6000 lbs & Under,2,2,3,0,0,6,0,2,0,1,0,155,41,15.603,C,271
33C48,6000 lbs & Under,1,1,4,0,0,5,0,1,0,1,0,148,48,627.042,C,318
33C48,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,152,48,627.042,C,260
3.30E+14,6000 lbs & Under,1,1,7,0,0,4,0,2,0,1,0,157,13,225.31,E,271
3.30E+14,6000 lbs & Under,2,2,6,0,0,4,0,1,0,1,0,156,13,225.31,E,262
3.30E+04,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,155,3,224.147,E,280
3.30E+04,6000 lbs & Under,2,2,3,0,0,6,0,1,0,1,0,152,3,224.147,E,265
3.30E+05,Passenger Vehicle,1,1,2,0,0,5,0,1,0,1,0,155,4,85.331,E,280
3.30E+09,6000 lbs & Under,1,1,3,0,0,4,0,1,0,1,0,155,8,222.392,E,256
33F12,6000 lbs & Under,1,1,4,0,0,5,0,1,0,1,0,148,12,567.784,F,320
33F43,Passenger Vehicle,1,1,2,0,0,1,0,1,0,1,0,144,43,697.142,F,250
33F43,6000 lbs & Under,2,2,2,0,0,1,0,2,0,1,0,149,43,697.142,F,269
33F5,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,155,5,153.758,F,269
33G2,6001-10000 Lbs,1,1,4,0,0,5,0,1,0,1,0,173,2,1176.1,G,343
33H42,Passenger Vehicle,2,2,3,0,0,4,0,2,0,1,0,146,42,2401.283,H,264
33J9,Passenger Vehicle,2,2,6,0,0,5,0,2,0,1,0,146,9,17.635,J,260
33K45,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,148,45,21.147,K,262
33K45,Passenger Vehicle,2,2,3,0,0,1,0,2,0,1,0,158,45,21.147,K,279
33K50,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,158,50,9.63,K,287
33K6,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,144,6,40.307,K,250
33K73,6000 lbs & Under,1,1,2,0,0,5,0,1,0,1,0,149,73,31.414,K,283
33K73,6001-10000 Lbs,2,2,2,0,0,1,0,1,0,1,0,161,73,31.414,K,334
33K75,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,155,75,32.67,K,267
33K78,6001-10000 Lbs,1,1,2,0,0,5,0,1,0,1,0,167,78,283.32,K,295
33K78,Passenger Vehicle,2,2,2,0,0,1,0,1,0,1,0,160,78,283.32,K,291
33K79,6001-10000 Lbs,2,2,2,0,0,5,0,2,0,1,0,173,79,6.608,K,302
33K82,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,155,82,5.714,K,280
34B47,6000 lbs & Under,1,1,4,0,0,4,0,1,0,1,0,162,47,157.788,B,303
34B47,Passenger Vehicle,2,2,3,0,0,4,0,2,0,1,0,147,47,157.788,B,262
34B49,6001-10000 Lbs,1,1,4,0,0,4,0,2,0,1,0,145,49,16.695,B,343
34B72,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,152,72,4.829,B,262
34B78,6001-10000 Lbs,1,1,2,0,0,5,0,2,0,1,0,167,78,63.99,B,295
3.40E+44,6000 lbs & Under,1,1,2,0,0,5,0,1,0,1,0,149,43,171.4,E,284
3.40E+44,Passenger Vehicle,2,2,3,0,0,4,0,2,0,1,0,142,43,171.4,E,248
34F11,6000 lbs & Under,1,1,4,0,0,4,0,1,0,1,0,142,11,545.858,F,312
34F13,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,150,13,657.751,F,272
34F4,Passenger Vehicle,2,2,2,0,0,5,0,1,0,1,0,147,4,149.639,F,266
34F50,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,143,50,411.272,F,262
34F50,6000 lbs & Under,2,2,4,0,0,5,0,2,0,1,0,145,50,411.272,F,274
34F75,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,156,75,753.961,F,281
34F79,6001-10000 Lbs,2,2,2,0,0,5,0,1,0,1,0,167,79,567.604,F,330
34F8,6000 lbs & Under,1,1,2,0,0,5,0,1,0,1,0,148,8,441.991,F,284
34G12,6000 lbs & Under,1,1,4,0,0,5,0,2,0,1,0,149,12,521.134,G,312
34G5,Passenger Vehicle,1,1,2,0,0,5,0,2,0,1,0,153,5,218.125,G,263
34J48,6001-10000 Lbs,1,1,2,0,0,5,0,1,0,1,0,162,48,274.331,J,298
34J48,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,156,48,274.331,J,277
34J74,6001-10000 Lbs,1,1,4,0,0,5,0,2,0,2,0,173,74,11.74,J,357
34K2,6001-10000 Lbs,1,1,2,0,0,5,0,1,0,1,0,157,2,61.129,K,294
34K45,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,143,45,21.147,K,267
34K45,6000 lbs & Under,2,2,2,0,0,4,0,1,0,1,0,151,45,21.147,K,269
34K73,6001-10000 Lbs,1,1,4,0,0,5,0,1,0,1,0,161,73,94.281,K,359
34K76,Passenger Vehicle,1,1,1,0,0,1,0,1,0,1,0,154,76,123.304,K,294
34K76,Passenger Vehicle,2,2,2,0,0,5,0,1,0,1,0,154,76,123.304,K,272
34K9,6000 lbs & Under,1,1,2,0,0,1,0,2,0,1,0,147,9,34.339,K,269
34K9,Passenger Vehicle,2,2,3,0,0,1,0,2,0,1,0,152,9,34.339,K,257
35A73,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,143,73,24.391,A,260
35B78,6001-10000 Lbs,1,1,2,0,0,5,0,2,0,1,0,166,78,63.99,B,303
35B82,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,147,82,5.612,B,266
35B82,Passenger Vehicle,2,2,3,0,0,4,0,2,0,1,0,148,82,5.612,B,273
35C49,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,145,49,31.395,C,264
35C49,Passenger Vehicle,2,2,3,0,0,4,0,2,0,1,0,151,49,31.395,C,263
3.50E+77,6001-10000 Lbs,1,1,4,2,0,5,1,1,1,1,1,171,76,91.514,E,351
3.50E+77,Passenger Vehicle,2,2,2,0,0,5,0,2,0,1,0,157,76,91.514,E,277
3.50E+80,6000 lbs & Under,1,1,2,0,0,4,0,1,0,1,0,162,79,108.229,E,285
35F43,6000 lbs & Under,1,1,5,0,0,6,0,1,0,1,0,148,43,223.347,F,309
35F43,6001-10000 Lbs,2,2,2,0,0,4,0,1,0,1,0,162,43,223.347,F,285
35F45,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,143,45,741.055,F,263
35F45,6000 lbs & Under,2,2,4,0,0,5,0,1,0,1,0,139,45,741.055,F,274
35G11,6000 lbs & Under,1,1,4,0,0,4,0,2,0,1,0,148,11,804.906,G,319
35G11,Passenger Vehicle,2,2,2,0,0,1,0,2,0,1,0,165,11,804.906,G,291
35G12,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,145,12,521.134,G,264
35G12,6001-10000 Lbs,2,2,4,0,0,5,0,2,0,1,0,173,12,521.134,G,343
35G41,Passenger Vehicle,1,1,2,0,0,5,0,2,0,1,0,146,41,571.902,G,247
35G41,Passenger Vehicle,2,2,2,0,0,5,0,1,0,1,0,155,41,571.902,G,280
35G5,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,151,5,218.125,G,272
35G8,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,145,8,627.02,G,247
35G8,6000 lbs & Under,3,3,5,0,0,6,0,2,0,1,0,151,8,627.02,G,333
35G81,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,147,81,1154.733,G,262
35H4,Passenger Vehicle,1,1,2,0,0,5,0,1,0,1,0,154,4,936.286,H,281
35H50,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,146,50,1201.796,H,252
35H75,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,147,75,5437.751,H,262
35J47,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,146,47,140.683,J,246
35J48,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,158,48,274.331,J,277
35J48,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,147,48,274.331,J,262
35K74,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,151,74,17.6,K,281
35K74,Passenger Vehicle,2,2,3,0,0,1,0,1,0,1,0,146,74,17.6,K,262
35K74,Passenger Vehicle,3,3,3,0,0,4,0,1,0,1,0,156,74,17.6,K,276
35K9,6000 lbs & Under,1,1,4,0,0,4,0,2,0,1,0,149,9,16.482,K,270
36A72,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,145,72,4.829,A,264
36B75,6001-10000 Lbs,1,1,2,0,0,5,0,2,0,1,0,166,75,32.688,B,303
36C47,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,155,47,280.108,C,272
36C78,6001-10000 Lbs,1,1,4,0,0,5,0,1,0,1,0,172,78,223.38,C,355
36C9,6000 lbs & Under,1,1,3,0,0,6,0,2,0,1,0,155,9,13.001,C,289
36C9,6000 lbs & Under,2,2,7,0,0,5,0,2,0,1,0,149,9,13.001,C,320
36D42,6001-10000 Lbs,2,2,4,0,0,2,0,2,0,1,0,175,42,88.357,D,437
36D6,Passenger Vehicle,1,1,2,0,0,5,0,2,0,1,0,148,6,52.705,D,262
36F13,6001-10000 Lbs,1,1,4,0,0,5,0,1,0,1,0,168,13,310.642,F,359
36F13,Passenger Vehicle,2,2,2,0,0,1,0,1,0,1,0,158,13,310.642,F,295
36F4,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,141,4,133.557,F,263
36F4,Passenger Vehicle,2,2,4,0,0,4,0,1,0,1,0,145,4,133.557,F,250
36F43,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,143,43,223.347,F,260
36F43,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,151,43,223.347,F,272
36G76,6001-10000 Lbs,2,2,4,0,0,5,0,1,0,1,0,168,76,1242.628,G,352
36G8,6000 lbs & Under,1,1,4,0,0,5,0,2,0,1,0,162,8,627.02,G,288
36G8,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,155,8,627.02,G,282
36H12,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,143,12,1430.417,H,263
36H12,6001-10000 Lbs,2,2,4,0,0,5,0,2,0,1,0,170,12,1430.417,H,343
36H81,6000 lbs & Under,1,1,4,0,0,5,0,2,0,1,0,163,81,2769.891,H,288
36H81,Passenger Vehicle,2,2,3,0,0,1,0,1,0,1,0,144,81,2769.891,H,255
36J41,Passenger Vehicle,1,1,2,0,0,5,0,1,0,1,0,147,41,15.603,J,262
36J50,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,152,50,54.73,J,272
36J74,6000 lbs & Under,2,2,2,0,0,1,0,2,0,1,0,151,74,8.055,J,269
36J74,Passenger Vehicle,3,3,3,0,0,4,0,1,0,1,0,157,74,8.055,J,277
36J82,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,153,82,8.226,J,289
36J82,6001-10000 Lbs,2,2,2,0,0,5,0,2,0,1,0,167,82,8.226,J,330
36K48,Passenger Vehicle,1,1,3,0,0,6,0,1,0,1,0,156,48,326.577,K,276
36K48,6000 lbs & Under,2,2,6,0,0,4,0,1,0,1,0,150,48,326.577,K,272
36K49,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,146,49,40.001,K,244
37B45,6000 lbs & Under,1,1,2,0,0,5,0,1,0,1,0,149,45,16.241,B,284
37B78,6000 lbs & Under,1,1,3,0,0,1,0,2,0,1,0,146,78,58.279,B,248
37C11,Passenger Vehicle,1,1,3,0,0,6,0,2,0,1,0,153,11,39.916,C,276
37D41,6001-10000 Lbs,1,1,4,0,0,5,0,1,0,1,0,161,41,51.974,D,359
37D72,Passenger Vehicle,1,1,8,0,0,8,0,1,0,1,0,150,72,33.786,D,242
3.70E+03,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,155,2,62.27,E,274
3.70E+03,6001-10000 Lbs,2,2,4,0,0,5,0,1,0,1,0,174,2,62.27,E,343
3.70E+48,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,145,47,8189.21,E,260
3.70E+51,Passenger Vehicle,1,1,2,0,0,1,0,2,0,1,0,154,50,92.309,E,257
3.70E+51,Passenger Vehicle,2,2,3,0,0,4,0,2,0,1,0,158,50,92.309,E,277
3.70E+07,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,146,6,127.279,E,247
3.70E+07,6000 lbs & Under,2,2,4,0,0,4,0,2,0,1,0,150,6,127.279,E,288
37F4,6000 lbs & Under,1,1,2,0,0,4,0,1,0,1,0,139,4,133.557,F,255
37G43,6001-10000 Lbs,1,1,4,0,0,5,0,2,0,2,0,180,43,623.664,G,401
37G43,6001-10000 Lbs,2,2,4,0,0,5,0,2,0,1,0,175,43,623.664,G,394
37G76,Passenger Vehicle,1,1,2,0,0,5,0,2,0,1,0,144,76,1242.628,G,250
37H8,Passenger Vehicle,1,1,2,0,0,5,0,1,0,1,0,155,8,1423.559,H,257
37H8,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,145,8,1423.559,H,263
37K12,Passenger Vehicle,1,1,4,0,0,4,0,1,0,1,0,141,12,27.456,K,230
37K12,6001-10000 Lbs,2,2,4,0,0,5,0,1,0,2,0,173,12,27.456,K,389
37K12,Passenger Vehicle,3,3,2,0,0,4,0,1,0,1,0,151,12,27.456,K,273
37K48,6000 lbs & Under,1,1,3,0,0,6,0,1,0,1,0,154,48,326.577,K,279
37K48,6001-10000 Lbs,2,2,4,0,0,5,0,2,0,1,0,167,48,326.577,K,365
37K73,6000 lbs & Under,1,1,4,0,0,4,0,1,0,1,0,166,73,34.914,K,282
37K74,6000 lbs & Under,1,1,4,0,0,5,0,2,0,1,0,148,74,9.057,K,320
37K74,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,151,74,9.057,K,263
37K75,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,146,75,32.67,K,258
37K79,6001-10000 Lbs,1,1,3,0,0,2,0,1,0,1,0,149,79,1.115,K,254
37K81,6000 lbs & Under,1,1,3,0,0,2,0,1,0,1,0,140,81,24.875,K,265
37K82,Passenger Vehicle,1,1,1,0,0,1,0,1,0,1,0,148,82,3.259,K,275
38B48,6000 lbs & Under,1,1,2,0,0,1,0,2,0,1,0,149,48,164.354,B,269
38B48,6001-10000 Lbs,2,2,2,0,0,5,0,2,0,1,0,166,48,164.354,B,330
38B48,Passenger Vehicle,3,3,2,0,0,4,0,1,0,1,0,146,48,164.354,B,246
38B76,6000 lbs & Under,2,2,4,0,0,5,0,1,0,1,0,148,76,110.926,B,287
38C47,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,155,47,128.343,C,280
38C74,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,155,74,8.055,C,274
38D11,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,153,11,121.133,D,269
38D11,Passenger Vehicle,2,2,3,0,0,4,0,2,0,1,0,150,11,121.133,D,270
38D42,6000 lbs & Under,1,1,4,0,0,2,0,2,0,1,0,150,42,50.333,D,267
38D42,6000 lbs & Under,2,2,2,0,0,1,0,2,0,1,0,151,42,50.333,D,269
3.80E+74,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,153,73,120.714,E,274
3.80E+80,Passenger Vehicle,3,3,2,0,0,5,0,2,0,1,0,160,79,22.406,E,305
38F50,6000 lbs & Under,1,1,2,0,0,5,0,1,0,1,0,152,50,241.679,F,270
38F6,Passenger Vehicle,1,1,3,0,0,1,0,2,0,1,0,145,6,313.826,F,247
38F75,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,153,75,1696.413,F,272
38F82,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,153,82,303.629,F,262
38F82,6000 lbs & Under,2,2,4,0,0,5,0,2,0,1,0,148,82,303.629,F,319
38G41,Passenger Vehicle,1,1,3,0,0,1,0,1,0,1,0,157,41,747.872,G,309
38H13,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,157,13,1006.591,H,277
38H13,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,150,13,1006.591,H,272
38H2,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,142,2,683.257,H,243
38H4,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,151,4,835.663,H,273
38H4,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,150,4,835.663,H,251
38H43,Passenger Vehicle,1,1,6,0,0,7,0,1,0,1,0,142,43,1003.45,H,227
38H78,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,144,78,370.821,H,250
38H78,6000 lbs & Under,2,2,4,0,0,5,0,2,0,1,0,139,78,370.821,H,312
38J8,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,144,8,200.98,J,264
38K12,6001-10000 Lbs,1,1,4,0,0,5,0,1,0,1,0,165,12,27.456,K,359
38K45,Passenger Vehicle,1,1,2,0,0,1,0,1,0,1,0,164,45,21.147,K,291
38K45,Passenger Vehicle,2,2,2,0,0,1,0,1,0,1,0,144,45,21.147,K,243
38K49,Passenger Vehicle,1,1,3,0,0,3,0,2,0,1,0,151,49,17.785,K,270
38K49,Passenger Vehicle,2,2,2,0,0,5,0,2,0,1,0,146,49,17.785,K,246
38K81,Passenger Vehicle,1,1,3,0,0,6,0,1,0,1,0,146,81,24.875,K,263
38K9,6001-10000 Lbs,1,1,4,0,0,1,0,2,0,1,0,170,9,11.075,K,353
38K9,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,155,9,11.075,K,291
39B41,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,146,41,18.965,B,250
39B41,Passenger Vehicle,2,2,2,0,0,5,0,1,0,1,0,145,41,18.965,B,244
39B82,Passenger Vehicle,1,1,3,0,0,7,0,1,0,1,0,152,82,4.289,B,269
39C45,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,146,45,14.481,C,260
39C45,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,152,45,14.481,C,273
39D81,6001-10000 Lbs,1,1,2,0,0,5,0,1,0,1,0,161,81,49.505,D,295
3.90E+12,6001-10000 Lbs,1,1,2,0,0,4,0,2,0,1,0,167,11,2230.207,E,330
3.90E+12,6000 lbs & Under,2,2,2,0,0,4,0,2,0,1,0,153,11,2230.207,E,262
3.90E+13,6000 lbs & Under,1,1,3,0,0,4,0,2,0,1,0,148,12,296.916,E,262
3.90E+05,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,147,4,61.711,E,272
3.90E+05,6000 lbs & Under,2,2,4,0,0,4,0,1,0,1,0,161,4,61.711,E,307
3.90E+74,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,147,73,120.714,E,254
3.90E+75,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,147,74,69.65,E,262
3.90E+75,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,153,74,69.65,E,289
39F75,6001-10000 Lbs,1,1,4,0,0,5,0,2,0,2,0,168,75,5839.997,F,401
39F75,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,148,75,5839.997,F,262
39F76,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,146,76,1034.86,F,243
39G42,6000 lbs & Under,1,1,2,0,0,1,0,2,0,1,0,151,42,633.57,G,269
39G50,Passenger Vehicle,1,1,4,0,0,5,0,1,0,1,0,153,50,406.283,G,267
39G50,Passenger Vehicle,2,2,2,0,0,5,0,2,0,1,0,156,50,406.283,G,282
39H13,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,153,13,1006.591,H,281
39H43,Passenger Vehicle,1,1,2,0,0,5,0,2,0,1,0,150,43,1003.45,H,262
39H43,6000 lbs & Under,2,2,4,0,0,5,0,1,0,98,0,161,43,1003.45,H,288
39K2,6000 lbs & Under,1,1,4,0,0,5,0,1,0,1,0,148,2,71.355,K,320
39K2,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,153,2,71.355,K,282
39K48,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,152,48,173.097,K,269
39K48,Passenger Vehicle,2,2,4,0,0,4,0,1,0,1,0,142,48,173.097,K,243
39K8,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,150,8,99.259,K,273
39K8,6000 lbs & Under,2,2,4,0,0,5,0,1,0,1,0,148,8,99.259,K,320
3A47,6000 lbs & Under,1,1,2,0,0,5,0,1,0,1,0,170,47,86.027,A,270
3B2,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,152,2,113.233,B,270
3B2,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,158,2,113.233,B,285
3B43,6000 lbs & Under,1,1,2,0,0,5,0,1,0,1,0,142,43,33.143,B,272
3C50,6001-10000 Lbs,1,1,4,0,0,5,0,2,0,1,0,168,50,6.594,C,352
3D41,6000 lbs & Under,3,3,4,0,0,2,0,1,0,1,0,141,41,68.025,D,262
3D42,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,146,42,179.211,D,256
3D42,Passenger Vehicle,4,4,2,0,0,4,0,1,0,1,0,151,42,179.211,D,273
3.00E+03,6000 lbs & Under,2,2,2,0,0,5,0,1,0,1,0,153,3,183.162,E,263
3.00E+05,6000 lbs & Under,1,1,3,0,0,1,0,2,0,1,0,151,5,506.951,E,269
3.00E+05,Passenger Vehicle,3,3,3,0,0,4,0,2,0,1,0,149,5,506.951,E,262
3.00E+73,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,143,73,189.42,E,254
3.00E+73,6000 lbs & Under,2,2,2,0,0,4,0,1,0,1,0,168,73,189.42,E,295
3.00E+78,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,147,78,3433.254,E,262
3.00E+78,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,155,78,3433.254,E,280
3.00E+78,6000 lbs & Under,4,4,2,0,0,5,0,1,0,1,0,142,78,3433.254,E,272
3F13,6000 lbs & Under,1,1,2,0,0,5,0,2,0,1,0,149,13,337.654,F,258
3F8,6000 lbs & Under,1,1,4,0,0,5,0,1,0,1,0,165,8,477.034,F,283
3F8,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,145,8,477.034,F,264
3G48,6001-10000 Lbs,1,1,2,0,0,5,0,2,0,1,0,166,48,5739.162,G,295
3G49,6000 lbs & Under,1,1,6,0,0,5,0,2,0,1,0,161,49,2278.975,G,275
3G49,6001-10000 Lbs,2,2,2,0,0,5,0,2,0,1,0,174,49,2278.975,G,389
3H11,Passenger Vehicle,1,1,2,0,0,1,0,1,0,1,0,155,11,984.236,H,289
3H11,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,156,11,984.236,H,276
3H4,Passenger Vehicle,2,2,2,0,0,5,0,1,0,1,0,140,4,1137.532,H,247
3H72,Passenger Vehicle,1,1,1,0,0,1,0,1,0,1,0,155,72,624.955,H,295
3H76,6001-10000 Lbs,1,1,2,0,0,1,0,1,0,1,0,164,76,320.824,H,266
3K12,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,151,12,53.195,K,263
3K45,Passenger Vehicle,1,1,1,0,0,1,0,1,0,1,0,156,45,54.49,K,280
3K74,Passenger Vehicle,1,1,2,0,0,1,0,1,0,1,0,153,74,9.057,K,281
3K74,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,148,74,9.057,K,262
3K74,Passenger Vehicle,3,3,2,0,0,4,0,1,0,1,0,151,74,9.057,K,273
3K75,Passenger Vehicle,1,1,3,0,0,1,0,1,0,1,0,146,75,36.67,K,269
3K75,6001-10000 Lbs,2,2,3,0,0,1,0,1,0,1,0,171,75,36.67,K,329
3K79,Passenger Vehicle,1,1,3,0,0,6,0,1,0,1,0,156,79,6.608,K,276
3K81,Passenger Vehicle,1,1,4,0,0,4,0,1,0,1,0,147,81,83.36,K,244
3K81,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,148,81,83.36,K,260
3K81,6000 lbs & Under,3,3,2,0,0,5,0,1,0,1,0,152,81,83.36,K,269
3K9,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,154,9,21.589,K,267
40A9,6000 lbs & Under,1,1,2,0,0,5,0,1,0,1,0,142,9,20.58,A,272
40A9,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,149,9,20.58,A,254
40B2,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,150,2,32.256,B,262
40B2,6000 lbs & Under,2,2,4,0,0,5,0,2,0,1,0,166,2,32.256,B,292
40B2,Passenger Vehicle,3,3,2,0,0,4,0,1,0,1,0,152,2,32.256,B,270
40B72,Passenger Vehicle,1,1,3,0,0,5,0,1,0,1,0,155,72,12.073,B,287
40C48,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,157,48,193.873,C,277
40D43,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,141,43,34.906,D,257
40D45,6000 lbs & Under,1,1,2,0,0,1,0,1,0,1,0,142,45,79.514,D,248
40D8,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,143,8,212.473,D,260
40D8,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,158,8,212.473,D,285
4.00E+83,Passenger Vehicle,2,2,3,0,0,4,0,2,0,1,0,151,82,45.357,E,272
40F3,Passenger Vehicle,1,1,2,0,0,1,0,1,0,1,0,158,3,172.141,F,298
40F4,6000 lbs & Under,1,1,2,0,0,1,0,1,0,1,0,144,4,108.219,F,324
40F4,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,147,4,108.219,F,257
40F73,Passenger Vehicle,3,3,2,0,0,4,0,2,0,1,0,143,73,410.23,F,260
40F73,Passenger Vehicle,5,5,2,0,0,4,0,1,0,1,0,144,73,410.23,F,250
40F76,6000 lbs & Under,1,1,4,0,0,5,0,2,0,1,0,169,76,103.486,F,352
40F81,6000 lbs & Under,1,1,4,0,0,4,0,2,0,1,0,147,81,296.04,F,307
40F81,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,146,81,296.04,F,255
40G12,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,147,12,528.308,G,267
40G47,Passenger Vehicle,2,2,3,0,0,4,0,2,0,1,0,148,47,1854.54,G,262
40H74,6000 lbs & Under,1,1,2,0,0,5,0,1,0,1,0,149,74,459.044,H,283
40H74,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,148,74,459.044,H,272
40H79,Passenger Vehicle,1,1,2,0,0,5,0,1,0,1,0,146,79,131.26,H,254
40J11,6000 lbs & Under,1,1,2,0,0,1,0,2,0,1,0,153,11,44.606,J,265
40J11,6001-10000 Lbs,2,2,4,0,0,4,0,1,0,1,0,168,11,44.606,J,351
40J50,Passenger Vehicle,1,1,2,0,0,5,0,1,0,1,0,146,50,6.594,J,253
40J50,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,145,50,6.594,J,264
40J78,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,150,78,186.15,J,272
