Accident Type,MAIS,PassengerCar_Count,PassengerCar_%,LightTruck_Count,LightTruck_%,HeavyTruck_Count,HeavyTruck_%,AverageOf_PassengerCar_and_HeavyTruck
55,1,0,0,0,0,0,0,0
55,2,0,0,0,0,0,0,0
55,3,0,0,0,0,0,0,0
55,4,0,0,0,0,0,0,0
55,5,0,0,0,0,0,0,0
55,6,0,0,0,0,0,0,0
55,7,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0
28,1,0,0,0,0,0,0,0
28,2,0,0,0,0,0,0,0
28,3,0,0,0,0,0,0,0
28,4,0,0,0,0,0,0,0
28,5,0,0,0,0,0,0,0
28,6,0,0,0,0,0,0,0
28,7,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0
87,1,0,0,0,0,0,0,0
87,2,0,0,0,0,0,0,0
87,3,0,0,0,0,0,0,0
87,4,0,0,0,0,0,0,0
87,5,0,0,0,0,0,0,0
87,6,0,0,0,0,0,0,0
87,7,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0
58,1,0,0,0,0,0,0,0
58,2,0,0,0,0,0,0,0
58,3,0,0,0,0,0,0,0
58,4,0,0,0,0,0,0,0
58,5,0,0,0,0,0,0,0
58,6,0,0,0,0,0,0,0
58,7,0,0,0,0,0,0,0
48,0,50,44.64285714,38,42.22222222,1,6.666666667,25.6547619
48,1,49,43.75,18,20,6,40,41.875
48,2,4,3.571428571,13,14.44444444,3,20,11.78571429
48,3,2,1.785714286,3,3.333333333,0,0,0.892857143
48,4,2,1.785714286,10,11.11111111,0,0,0.892857143
48,5,3,2.678571429,0,0,3,20,11.33928571
48,6,0,0,0,0,0,0,0
48,7,2,1.785714286,8,8.888888889,2,13.33333333,7.55952381
5,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0
5,2,0,0,0,0,0,0,0
5,3,0,0,0,0,0,0,0
5,4,0,0,0,0,0,0,0
5,5,0,0,0,0,0,0,0
5,6,0,0,0,0,0,0,0
5,7,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0
32,1,0,0,0,0,0,0,0
32,2,0,0,0,0,0,0,0
32,3,0,0,0,0,0,0,0
32,4,0,0,0,0,0,0,0
32,5,0,0,0,0,0,0,0
32,6,0,0,0,0,0,0,0
32,7,0,0,0,0,0,0,0
1,0,81,15.25423729,30,18.29268293,11,17.74193548,16.49808639
1,1,183,34.46327684,60,36.58536585,12,19.35483871,26.90905777
1,2,79,14.87758945,29,17.68292683,11,17.74193548,16.30976247
1,3,94,17.70244821,22,13.41463415,15,24.19354839,20.9479983
1,4,37,6.967984934,14,8.536585366,4,6.451612903,6.709798919
1,5,25,4.708097928,5,3.048780488,4,6.451612903,5.579855416
1,6,14,2.63653484,0,0,2,3.225806452,2.931170646
1,7,18,3.389830508,4,2.43902439,3,4.838709677,4.114270093
71,0,0,0,0,0,0,0,0
71,1,0,0,0,0,0,0,0
71,2,0,0,0,0,0,0,0
71,3,0,0,0,0,0,0,0
71,4,0,0,0,0,0,0,0
71,5,0,0,0,0,0,0,0
71,6,0,0,0,0,0,0,0
71,7,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0
62,1,0,0,0,0,0,0,0
62,2,0,0,0,0,0,0,0
62,3,0,0,0,0,0,0,0
62,4,0,0,0,0,0,0,0
62,5,0,0,0,0,0,0,0
62,6,0,0,0,0,0,0,0
62,7,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0
36,1,0,0,0,0,0,0,0
36,2,0,0,0,0,0,0,0
36,3,0,0,0,0,0,0,0
36,4,0,0,0,0,0,0,0
36,5,0,0,0,0,0,0,0
36,6,0,0,0,0,0,0,0
36,7,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,0
9,2,0,0,0,0,0,0,0
9,3,0,0,0,0,0,0,0
9,4,0,0,0,0,0,0,0
9,5,0,0,0,0,0,0,0
9,6,0,0,0,0,0,0,0
9,7,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0,0
0,5,0,0,0,0,0,0,0
0,6,0,0,0,0,0,0,0
0,7,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0
80,1,0,0,0,0,0,0,0
80,2,0,0,0,0,0,0,0
80,3,0,0,0,0,0,0,0
80,4,0,0,0,0,0,0,0
80,5,0,0,0,0,0,0,0
80,6,0,0,0,0,0,0,0
80,7,0,0,0,0,0,0,0
98,0,2128,36.77207534,969,39.97524752,295,44.09566517,40.43387026
98,1,2291,39.58873337,881,36.34488449,208,31.09118087,35.33995712
98,2,349,6.030758597,183,7.54950495,50,7.473841555,6.752300076
98,3,475,8.208052532,198,8.168316832,37,5.53064275,6.869347641
98,4,127,2.194574045,36,1.485148515,24,3.587443946,2.891008996
98,5,79,1.365128737,38,1.567656766,7,1.046337818,1.205733277
98,6,22,0.380162433,4,0.165016502,0,0,0.190081217
98,7,316,5.460514947,115,4.744224422,48,7.174887892,6.31770142
79,0,0,0,0,0,0,0,0
79,1,0,0,0,0,0,0,0
79,2,0,0,0,0,0,0,0
79,3,0,0,0,0,0,0,0
79,4,0,0,0,0,0,0,0
79,5,0,0,0,0,0,0,0
79,6,0,0,0,0,0,0,0
79,7,0,0,0,0,0,0,0
